,,"Ambient air pollution attributable deaths","Ambient air pollution attributable deaths","Ambient air pollution attributable deaths","Ambient air pollution attributable death rate (per 100 000 population)","Ambient air pollution attributable death rate (per 100 000 population)","Ambient air pollution attributable death rate (per 100 000 population)","Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Ambient air pollution attributable death rate (per 100 000 population, age-standardized)"
"Armenia","Trachea, bronchus, lung cancers","220 [130–322]","181 [107–264]","40 [23–58]","8 [4–11]","13 [8–19]","3 [2–4]","5 [3–8]","11 [6–16]","2 [1–2]"
"Armenia","Ischaemic heart disease","1380 [1024–1732]","726 [570–880]","654 [447–875]","47 [35–59]","53 [41–64]","42 [29–56]","32 [24–40]","44 [34–53]","23 [16–31]"
"Armenia","Stroke","277 [197–392]","130 [99–173]","147 [96–221]","9 [7–13]","9 [7–13]","10 [6–14]","7 [5–9]","8 [6–10]","6 [4–8]"
"Armenia","Chronic obstructive pulmonary disease","237 [132–361]","128 [71–195]","109 [60–166]","8 [4–12]","9 [5–14]","7 [4–11]","5 [3–8]","7 [4–11]","4 [2–6]"
"Australia","Total","4061 [2855–5712]","2139 [1548–2836]","1922 [1284–2872]","17 [12–24]","18 [13–24]","16 [11–24]","8 [6–12]","10 [7–14]","7 [4–10]"
"Australia","Lower respiratory infections","278 [72–612]","121 [31–265]","158 [41–347]","1 [0–3]","1 [0–2]","1 [0–3]","1 [0–1]","1 [0–1]","1 [0–1]"
"Australia","Trachea, bronchus, lung cancers","373 [152–705]","222 [90–420]","151 [61–285]","2 [1–3]","2 [1–3]","1 [1–2]","1 [0–2]","1 [0–2]","1 [0–1]"
"Australia","Ischaemic heart disease","1954 [1163–2899]","1105 [718–1530]","849 [428–1386]","8 [5–12]","9 [6–13]","7 [4–11]","4 [2–6]","5 [4–8]","3 [1–5]"
"Australia","Stroke","688 [259–1883]","279 [125–691]","410 [133–1188]","3 [1–8]","2 [1–6]","3 [1–10]","1 [0–4]","1 [1–3]","1 [0–4]"
"Australia","Chronic obstructive pulmonary disease","768 [233–1512]","414 [125–814]","354 [108–698]","3 [1–6]","3 [1–7]","3 [1–6]","2 [0–3]","2 [1–4]","1 [0–3]"
"Austria","Total","3375 [2447–4403]","1683 [1285–2101]","1692 [1169–2322]","39 [28–51]","39 [30–49]","38 [26–52]","15 [11–20]","19 [15–24]","12 [8–16]"
"Austria","Lower respiratory infections","135 [49–251]","62 [22–115]","73 [26–136]","2 [1–3]","1 [1–3]","2 [1–3]","1 [0–1]","1 [0–1]","0 [0–1]"
"Austria","Trachea, bronchus, lung cancers","306 [148–512]","188 [91–315]","118 [57–197]","4 [2–6]","4 [2–7]","3 [1–4]","2 [1–3]","2 [1–4]","1 [1–2]"
"Austria","Ischaemic heart disease","2057 [1295–2892]","1011 [701–1334]","1045 [583–1585]","24 [15–33]","24 [16–31]","24 [13–36]","9 [6–13]","12 [8–15]","7 [4–10]"
"Austria","Stroke","404 [190–873]","165 [91–322]","239 [101–554]","5 [2–10]","4 [2–8]","5 [2–12]","2 [1–4]","2 [1–4]","2 [1–4]"
"Austria","Chronic obstructive pulmonary disease","473 [185–838]","257 [101–455]","216 [85–382]","5 [2–10]","6 [2–11]","5 [2–9]","2 [1–4]","3 [1–5]","2 [1–3]"
"Azerbaijan","Total","4699 [3865–5512]","2578 [2162–2978]","2121 [1697–2545]","48 [40–57]","53 [45–61]","43 [35–52]","56 [46–66]","71 [60–82]","45 [36–54]"
"Azerbaijan","Lower respiratory infections","225 [112–361]","118 [58–189]","108 [53–173]","2 [1–4]","2 [1–4]","2 [1–4]","2 [1–4]","3 [1–4]","2 [1–4]"
"Azerbaijan","Trachea, bronchus, lung cancers","119 [63–189]","94 [50–149]","25 [13–40]","1 [1–2]","2 [1–3]","1 [0–1]","1 [1–2]","2 [1–4]","0 [0–1]"
"Azerbaijan","Ischaemic heart disease","3302 [2537–4036]","1850 [1460–2203]","1451 [1070–1839]","34 [26–41]","38 [30–45]","30 [22–38]","40 [31–49]","51 [40–61]","31 [23–39]"
"Azerbaijan","Stroke","789 [569–1121]","383 [286–518]","406 [280–604]","8 [6–12]","8 [6–11]","8 [6–12]","10 [7–14]","11 [8–15]","9 [6–13]"
"Azerbaijan","Chronic obstructive pulmonary disease","263 [125–436]","133 [63–220]","130 [62–216]","3 [1–4]","3 [1–5]","3 [1–4]","3 [2–5]","4 [2–7]","3 [1–5]"
"Bahamas","Total","84 [71–100]","47 [40–55]","38 [31–46]","22 [18–26]","24 [21–28]","19 [15–23]","20 [17–24]","26 [22–30]","15 [12–19]"
"Bahamas","Lower respiratory infections","14 [7–23]","7 [3–11]","7 [3–12]","4 [2–6]","4 [2–6]","4 [2–6]","4 [2–6]","4 [2–7]","3 [1–5]"
"Bahamas","Trachea, bronchus, lung cancers","4 [2–7]","3 [2–5]","1 [1–2]","1 [1–2]","2 [1–3]","1 [0–1]","1 [1–2]","2 [1–3]","1 [0–1]"
"Bahamas","Ischaemic heart disease","43 [33–52]","25 [20–29]","18 [13–23]","11 [8–13]","13 [10–15]","9 [7–12]","10 [8–12]","13 [11–16]","7 [5–9]"
"Bahamas","Stroke","19 [14–28]","9 [7–13]","10 [7–16]","5 [4–7]","5 [4–7]","5 [3–8]","4 [3–7]","5 [4–7]","4 [3–6]"
"Bahamas","Chronic obstructive pulmonary disease","4 [2–7]","3 [1–4]","1 [1–2]","1 [0–2]","1 [1–2]","1 [0–1]","1 [0–2]","2 [1–3]","1 [0–1]"
"Bahrain","Total","218 [196–242]","139 [125–154]","79 [70–89]","15 [14–17]","16 [14–17]","15 [13–17]","40 [36–45]","45 [40–49]","35 [31–39]"
"Bahrain","Lower respiratory infections","25 [20–30]","15 [12–18]","10 [8–13]","2 [1–2]","2 [1–2]","2 [2–2]","5 [4–6]","5 [4–6]","4 [3–5]"
"Bahrain","Trachea, bronchus, lung cancers","20 [14–26]","14 [10–18]","6 [4–8]","1 [1–2]","2 [1–2]","1 [1–1]","4 [3–5]","5 [4–7]","3 [2–3]"
"Bahrain","Ischaemic heart disease","131 [112–150]","86 [75–98]","45 [37–52]","9 [8–11]","10 [8–11]","8 [7–10]","23 [19–26]","25 [21–28]","20 [16–23]"
"Bahrain","Stroke","21 [18–25]","12 [10–14]","9 [8–11]","1 [1–2]","1 [1–2]","2 [1–2]","4 [3–5]","4 [3–4]","4 [3–5]"
"Bahrain","Chronic obstructive pulmonary disease","21 [14–30]","12 [8–18]","9 [6–12]","1 [1–2]","1 [1–2]","2 [1–2]","5 [3–7]","6 [4–8]","4 [3–6]"
"Bangladesh","Total","82396 [72501–93399]","46477 [40700–52734]","35919 [31691–40476]","51 [44–57]","57 [50–64]","44 [39–50]","74 [65–84]","83 [72–94]","65 [58–73]"
"Bangladesh","Lower respiratory infections","10957 [8617–13376]","5827 [4583–7113]","5130 [4034–6263]","7 [5–8]","7 [6–9]","6 [5–8]","8 [6–10]","8 [7–10]","8 [6–9]"
"Bangladesh","Trachea, bronchus, lung cancers","3311 [2187–4445]","2557 [1689–3432]","754 [498–1013]","2 [1–3]","3 [2–4]","1 [1–1]","3 [2–4]","5 [3–6]","1 [1–2]"
"Bangladesh","Ischaemic heart disease","26043 [21994–29989]","15319 [13101–17612]","10723 [8867–12582]","16 [13–18]","19 [16–21]","13 [11–16]","24 [20–27]","27 [23–31]","20 [17–23]"
"Bangladesh","Stroke","21928 [18291–26062]","10989 [9172–12981]","10939 [9056–13102]","13 [11–16]","13 [11–16]","14 [11–16]","20 [17–24]","20 [17–23]","20 [17–24]"
"Bangladesh","Chronic obstructive pulmonary disease","20157 [12331–28534]","11785 [7210–16683]","8372 [5122–11851]","12 [8–18]","14 [9–20]","10 [6–15]","19 [12–27]","23 [14–32]","16 [10–23]"
"Barbados","Total","159 [129–193]","80 [67–96]","79 [62–98]","56 [45–68]","59 [49–70]","53 [42–66]","30 [25–37]","38 [32–46]","24 [19–30]"
"Barbados","Lower respiratory infections","54 [31–79]","26 [15–38]","28 [16–41]","19 [11–28]","19 [11–28]","19 [11–28]","10 [6–15]","12 [7–18]","8 [5–12]"
"Barbados","Trachea, bronchus, lung cancers","6 [3–8]","3 [2–5]","2 [1–4]","2 [1–3]","2 [1–3]","2 [1–3]","1 [1–2]","1 [1–2]","1 [0–1]"
"Barbados","Ischaemic heart disease","52 [38–65]","27 [21–33]","25 [17–32]","18 [13–23]","20 [15–24]","17 [12–22]","10 [7–13]","13 [10–16]","8 [5–10]"
"Barbados","Stroke","38 [25–59]","18 [13–25]","20 [11–34]","13 [9–21]","13 [9–19]","13 [8–23]","7 [5–11]","9 [6–12]","6 [4–10]"
"Barbados","Chronic obstructive pulmonary disease","11 [6–18]","7 [4–11]","4 [2–7]","4 [2–6]","5 [3–8]","3 [2–5]","2 [1–3]","3 [2–5]","1 [1–2]"
"Belarus","Total","9902 [7835–12120]","5079 [4222–5908]","4823 [3515–6225]","104 [83–128]","115 [96–134]","95 [69–123]","58 [46–71]","89 [74–104]","38 [28–49]"
"Belarus","Lower respiratory infections","144 [74–227]","103 [53–163]","41 [21–65]","2 [1–2]","2 [1–4]","1 [0–1]","1 [1–2]","2 [1–3]","0 [0–1]"
"Belarus","Trachea, bronchus, lung cancers","348 [185–547]","301 [160–474]","47 [25–74]","4 [2–6]","7 [4–11]","1 [0–1]","2 [1–4]","5 [3–8]","0 [0–1]"
"Belarus","Ischaemic heart disease","7547 [5517–9561]","3747 [2915–4500]","3801 [2547–5121]","80 [58–101]","85 [66–102]","75 [50–101]","44 [32–55]","66 [51–79]","29 [20–39]"
"Belarus","Stroke","1530 [1070–2331]","682 [518–898]","848 [526–1445]","16 [11–25]","15 [12–20]","17 [10–29]","9 [6–14]","12 [9–16]","7 [4–12]"
"Belarus","Chronic obstructive pulmonary disease","332 [160–548]","246 [118–406]","86 [42–142]","4 [2–6]","6 [3–9]","2 [1–3]","2 [1–3]","4 [2–7]","1 [0–1]"
"Belgium","Total","4471 [3385–5750]","2353 [1819–2976]","2118 [1562–2853]","39 [30–51]","42 [33–53]","37 [27–49]","16 [12–20]","21 [16–26]","12 [9–16]"
"Belgium","Lower respiratory infections","716 [267–1310]","323 [121–592]","393 [146–718]","6 [2–12]","6 [2–11]","7 [3–12]","2 [1–4]","3 [1–5]","2 [1–3]"
"Belgium","Trachea, bronchus, lung cancers","528 [258–879]","371 [181–618]","157 [77–262]","5 [2–8]","7 [3–11]","3 [1–5]","2 [1–4]","4 [2–6]","1 [1–2]"
"Belgium","Ischaemic heart disease","1664 [1078–2304]","876 [612–1142]","788 [450–1177]","15 [9–20]","16 [11–20]","14 [8–20]","6 [4–8]","8 [6–10]","4 [2–6]"
"Belgium","Stroke","629 [293–1359]","258 [143–498]","372 [153–865]","6 [3–12]","5 [3–9]","6 [3–15]","2 [1–4]","2 [1–4]","2 [1–4]"
"Belgium","Chronic obstructive pulmonary disease","933 [371–1645]","525 [209–924]","409 [163–720]","8 [3–14]","9 [4–17]","7 [3–12]","3 [1–6]","4 [2–8]","2 [1–4]"
"Belize","Total","88 [75–103]","54 [46–63]","34 [29–40]","24 [20–28]","29 [25–34]","18 [16–22]","47 [40–55]","58 [49–67]","37 [31–43]"
"Belize","Lower respiratory infections","20 [11–30]","11 [6–17]","9 [5–13]","5 [3–8]","6 [3–9]","5 [3–7]","10 [6–16]","12 [7–18]","9 [5–14]"
"Belize","Trachea, bronchus, lung cancers","4 [2–7]","4 [2–5]","1 [1–1]","1 [1–2]","2 [1–3]","1 [0–1]","2 [1–3]","4 [2–6]","1 [0–1]"
"Belize","Ischaemic heart disease","39 [31–47]","24 [19–29]","15 [12–19]","11 [8–13]","13 [11–16]","8 [6–10]","21 [17–25]","26 [21–31]","16 [13–20]"
"Belize","Stroke","16 [12–22]","9 [7–12]","7 [5–10]","4 [3–6]","5 [4–6]","4 [3–5]","9 [6–12]","10 [7–12]","7 [5–11]"
"Belize","Chronic obstructive pulmonary disease","8 [4–13]","6 [3–9]","3 [1–4]","2 [1–4]","3 [2–5]","1 [1–2]","5 [2–8]","7 [3–11]","3 [1–5]"
"Benin","Total","5217 [4289–6175]","2587 [2114–3069]","2631 [2180–3111]","48 [39–57]","48 [39–57]","48 [40–57]","84 [69–100]","93 [76–111]","77 [64–91]"
"Benin","Lower respiratory infections","3047 [2198–3958]","1542 [1112–2003]","1505 [1085–1955]","28 [20–36]","28 [21–37]","28 [20–36]","37 [27–48]","43 [31–56]","33 [24–42]"
"Benin","Trachea, bronchus, lung cancers","9 [6–13]","5 [3–7]","4 [3–6]","0 [0–0]","0 [0–0]","0 [0–0]","0 [0–0]","0 [0–0]","0 [0–0]"
"Benin","Ischaemic heart disease","1039 [859–1213]","530 [445–609]","509 [410–604]","10 [8–11]","10 [8–11]","9 [8–11]","23 [19–27]","26 [22–29]","20 [16–24]"
"Benin","Stroke","767 [634–922]","342 [288–405]","425 [343–518]","7 [6–8]","6 [5–7]","8 [6–10]","16 [13–19]","16 [13–18]","16 [13–20]"
"Benin","Chronic obstructive pulmonary disease","355 [200–532]","168 [95–251]","187 [106–281]","3 [2–5]","3 [2–5]","3 [2–5]","8 [5–12]","9 [5–14]","7 [4–11]"
"Bhutan","Total","375 [330–429]","204 [180–234]","170 [150–195]","47 [41–54]","48 [42–55]","46 [40–52]","67 [59–77]","67 [59–77]","68 [60–77]"
"Bhutan","Lower respiratory infections","60 [44–77]","30 [22–38]","30 [22–39]","8 [6–10]","7 [5–9]","8 [6–10]","10 [7–13]","9 [7–12]","11 [8–14]"
"Bhutan","Trachea, bronchus, lung cancers","7 [4–10]","3 [2–5]","4 [2–5]","1 [1–1]","1 [0–1]","1 [1–1]","1 [1–2]","1 [1–2]","1 [1–2]"
"Bhutan","Ischaemic heart disease","169 [145–192]","98 [84–111]","71 [61–81]","21 [18–24]","23 [20–26]","19 [16–22]","30 [25–34]","31 [27–35]","28 [24–32]"
"Bhutan","Stroke","57 [48–68]","29 [24–34]","29 [24–34]","7 [6–9]","7 [6–8]","8 [6–9]","10 [9–12]","10 [8–11]","12 [10–14]"
"Bhutan","Chronic obstructive pulmonary disease","81 [46–120]","44 [25–66]","36 [21–54]","10 [6–15]","10 [6–16]","10 [6–14]","16 [9–24]","16 [9–24]","16 [9–23]"
"Bolivia (Plurinational State of)","Total","3632 [2992–4350]","1990 [1644–2383]","1642 [1348–1967]","33 [27–40]","37 [30–44]","30 [25–36]","39 [32–47]","46 [38–55]","33 [27–40]"
"Bolivia (Plurinational State of)","Lower respiratory infections","1116 [613–1702]","614 [337–937]","502 [276–765]","10 [6–16]","11 [6–17]","9 [5–14]","11 [6–17]","13 [7–20]","9 [5–14]"
"Bolivia (Plurinational State of)","Trachea, bronchus, lung cancers","46 [25–71]","22 [12–35]","24 [13–37]","0 [0–1]","0 [0–1]","0 [0–1]","1 [0–1]","1 [0–1]","1 [0–1]"
"Bolivia (Plurinational State of)","Ischaemic heart disease","1452 [1140–1747]","825 [662–979]","627 [479–775]","13 [10–16]","15 [12–18]","12 [9–14]","16 [13–20]","20 [16–23]","13 [10–16]"
"Bolivia (Plurinational State of)","Stroke","587 [465–749]","298 [238–377]","289 [226–376]","5 [4–7]","5 [4–7]","5 [4–7]","7 [5–8]","7 [6–9]","6 [5–8]"
"Bolivia (Plurinational State of)","Chronic obstructive pulmonary disease","431 [220–700]","231 [118–375]","201 [102–325]","4 [2–6]","4 [2–7]","4 [2–6]","5 [2–7]","5 [3–9]","4 [2–6]"
"Bosnia and Herzegovina","Total","3051 [2513–3640]","1597 [1356–1856]","1453 [1152–1810]","87 [71–104]","93 [79–108]","81 [64–101]","44 [36–52]","56 [48–65]","33 [26–42]"
"Bosnia and Herzegovina","Lower respiratory infections","81 [52–112]","41 [26–56]","40 [26–56]","2 [1–3]","2 [2–3]","2 [1–3]","1 [1–2]","2 [1–2]","1 [1–1]"
"Bosnia and Herzegovina","Trachea, bronchus, lung cancers","272 [155–405]","213 [122–317]","59 [34–88]","8 [4–12]","12 [7–18]","3 [2–5]","4 [2–6]","8 [4–11]","2 [1–2]"
"Bosnia and Herzegovina","Ischaemic heart disease","1597 [1193–2005]","809 [627–984]","788 [551–1037]","45 [34–57]","47 [36–57]","44 [31–58]","23 [17–29]","29 [22–35]","18 [12–23]"
"Bosnia and Herzegovina","Stroke","821 [568–1195]","365 [264–509]","456 [300–688]","23 [16–34]","21 [15–29]","25 [17–38]","12 [8–17]","13 [9–18]","11 [7–16]"
"Bosnia and Herzegovina","Chronic obstructive pulmonary disease","280 [153–436]","170 [92–264]","110 [60–172]","8 [4–12]","10 [5–15]","6 [3–10]","4 [2–6]","6 [3–9]","2 [1–4]"
"Botswana","Total","601 [500–715]","304 [248–366]","297 [250–350]","27 [22–32]","27 [22–33]","26 [22–31]","52 [43–62]","63 [52–76]","44 [37–52]"
"Botswana","Lower respiratory infections","188 [108–275]","103 [60–151]","84 [49–124]","8 [5–12]","9 [5–14]","7 [4–11]","14 [8–20]","18 [10–26]","11 [6–16]"
"Botswana","Trachea, bronchus, lung cancers","6 [4–10]","5 [3–8]","1 [1–2]","0 [0–0]","0 [0–1]","0 [0–0]","1 [0–1]","1 [1–1]","0 [0–0]"
"Botswana","Ischaemic heart disease","207 [164–247]","90 [73–107]","117 [90–143]","9 [7–11]","8 [7–10]","10 [8–13]","19 [15–23]","19 [15–23]","18 [14–23]"
"Botswana","Stroke","116 [88–152]","51 [40–64]","65 [48–88]","5 [4–7]","5 [4–6]","6 [4–8]","11 [8–14]","11 [9–14]","10 [8–14]"
"Botswana","Chronic obstructive pulmonary disease","85 [44–135]","54 [28–86]","30 [16–48]","4 [2–6]","5 [3–8]","3 [1–4]","8 [4–13]","14 [7–22]","5 [3–8]"
"Brazil","Total","51821 [41568–65085]","28332 [22963–34910]","23489 [18571–29984]","25 [20–31]","28 [22–34]","22 [18–28]","24 [19–30]","31 [25–38]","19 [15–24]"
"Brazil","Lower respiratory infections","10356 [3891–19356]","5145 [1933–9617]","5211 [1958–9739]","5 [2–9]","5 [2–9]","5 [2–9]","5 [2–9]","6 [2–11]","4 [2–8]"
"Brazil","Trachea, bronchus, lung cancers","2105 [1009–3539]","1256 [602–2111]","850 [407–1428]","1 [0–2]","1 [1–2]","1 [0–1]","1 [0–2]","1 [1–2]","1 [0–1]"
"Brazil","Ischaemic heart disease","21489 [16423–26105]","12484 [9821–15018]","9005 [6622–11357]","10 [8–13]","12 [10–15]","9 [6–11]","10 [8–12]","13 [10–16]","7 [5–9]"
"Brazil","Stroke","10121 [6969–16230]","5199 [3664–7882]","4922 [3203–8390]","5 [3–8]","5 [4–8]","5 [3–8]","5 [3–8]","6 [4–8]","4 [3–7]"
"Brazil","Chronic obstructive pulmonary disease","7750 [3009–13802]","4249 [1650–7566]","3501 [1359–6235]","4 [1–7]","4 [2–7]","3 [1–6]","4 [1–6]","5 [2–9]","3 [1–5]"
"Brunei Darussalam","Total","36 [26–47]","21 [15–27]","15 [10–20]","9 [6–11]","10 [7–13]","7 [5–10]","13 [10–18]","15 [11–20]","11 [8–15]"
"Brunei Darussalam","Lower respiratory infections","2 [0–7]","1 [0–4]","1 [0–3]","1 [0–2]","1 [0–2]","0 [0–1]","1 [0–3]","1 [0–4]","1 [0–2]"
"Brunei Darussalam","Trachea, bronchus, lung cancers","1 [0–4]","1 [0–2]","1 [0–2]","0 [0–1]","0 [0–1]","0 [0–1]","1 [0–1]","1 [0–2]","0 [0–1]"
"Brunei Darussalam","Ischaemic heart disease","21 [14–28]","13 [9–17]","8 [5–11]","5 [3–7]","6 [4–8]","4 [2–5]","7 [5–10]","9 [6–11]","6 [4–8]"
"Brunei Darussalam","Stroke","7 [4–13]","4 [2–6]","4 [2–7]","2 [1–3]","2 [1–3]","2 [1–3]","3 [2–5]","3 [2–4]","3 [2–5]"
"Brunei Darussalam","Chronic obstructive pulmonary disease","4 [1–10]","2 [0–5]","2 [0–5]","1 [0–2]","1 [0–2]","1 [0–2]","2 [0–4]","2 [0–5]","2 [0–4]"
